slide_path	call_id	status	timestamp	source_type	width	height	bytes	saved_path	session_jsonl
outputs/ia-slides/2026-06-20-objectifs-2030-miweb-accessibilite-v4-chaine-preuve/slide-01.png	ig_058756143ebd8fb3016a36a630e0d481919140f9ed5d0f2ac8	generating	2026-06-20T14:40:53.564Z	response_item	1672	941	950689	NO_SAVED_PATH	/Users/alex/.codex/sessions/2026/06/20/rollout-2026-06-20T14-09-08-019ee4ef-4d2d-7cd0-abef-3c4f651b14b4.jsonl
